resultsExperiments/blockingVsWaiting/N16MA1600.0del5.0
seed,blockingTime,readyTime

-1286082570,112.308105,112.308105,
-1343278692,287.5078,454.20605,
-390706926,219.55273,219.55273,
-488269753,794.3496,794.3496,
1355994690,237.93652,1073.3164,
-1870576674,153.45264,347.958,
893439232,93.16943,93.16943,
1224357370,222.17773,277.1494,
-1000844826,80.0,80.0,
-410467215,215.7461,215.7461,
-769891236,80.0,80.0,
-1643004735,285.2373,285.2373,
1245262285,40.0,40.0,
-1930500567,101.32178,434.0371,
57707875,104.83301,104.83301,
1491976541,709.9678,746.72656,
-1744824489,102.612305,613.70703,
-1177242190,1282.7656,1214.4414,
430749522,40.0,40.0,
1899147052,40.0,40.0,
-918847619,40.0,40.0,
67065317,40.0,40.0,
843147817,40.0,40.0,
1755827864,157.49756,157.49756,
1618786872,68.43457,68.43457,
-1529139876,292.76855,373.77148,
-1419925839,90.0,90.0,
-1295204656,215.06348,321.53125,
-146508765,364.95996,364.95996,
776520,40.0,40.0,
1993589440,363.93652,938.64746,
-1528801606,124.67041,124.67041,
-1745111458,485.85645,485.85645,
1183316353,220.15234,220.15234,
12142011,765.0293,1364.1641,
163586344,222.84863,1420.3818,
362971318,40.0,40.0,
-73586210,229.06934,229.06934,
361335133,168.46924,1029.8477,
1741088841,118.91699,118.91699,
-473210366,40.0,40.0,
707378374,131.86426,131.86426,
-1043651914,373.0254,373.0254,
507774049,529.80664,787.3535,
2030940879,424.93945,1680.8418,
924781319,135.95996,135.95996,
1991530357,226.36035,226.36035,
-745774660,476.09473,543.7627,
-1936828865,40.0,40.0,
2084072678,397.2998,704.2793,
1145774953,40.0,40.0,
-2025754144,314.02832,398.93457,
249111853,400.32422,566.4248,
-1879035786,161.49072,161.49072,
-431910332,1190.3037,1619.0361,
-1116111871,774.8545,2321.245,
-2059180139,670.5869,861.1279,
1207771437,231.36914,413.50293,
-308842078,541.8496,646.53906,
305660089,126.25195,180.88379,
-5111757,40.0,40.0,
-596085581,60.0,60.0,
-99180727,139.08252,139.08252,
-2141444872,80.0,80.0,
-1323028887,675.1289,975.624,
-67817219,40.0,40.0,
-1135642702,50.0,50.0,
1595299896,479.3086,1111.9951,
-569505179,302.29395,1361.9121,
1013931930,414.24902,591.08105,
521087176,112.163086,112.163086,
-1672107531,60.0,60.0,
1453072259,167.34912,167.34912,
-217406900,40.0,40.0,
1185017070,141.18164,141.18164,
-860847524,272.10645,272.10645,
-1330919185,735.1211,728.6299,
-1522729766,862.4199,1194.959,
416248391,40.0,40.0,
22262338,432.47754,778.48926,
1943680142,118.18701,173.59912,
-1443108828,230.98535,325.45703,
1251996208,53.693848,53.693848,
-574747049,466.55273,601.7383,
331755550,40.0,40.0,
725549688,1158.1768,1324.4639,
-723731183,896.3115,1083.7285,
-2135029349,40.0,40.0,
-138468197,123.05078,123.05078,
428667171,40.0,40.0,
-2044248491,568.99316,633.584,
-1853226225,604.5957,445.65234,
-1646402588,649.8789,871.6504,
830228297,80.0,80.0,
-844251978,793.1875,1677.0742,
706951856,40.0,40.0,
-1205195618,40.0,40.0,
1734051321,481.6631,481.6631,
-332047683,626.3291,655.0,
-1497456224,80.0,80.0,
